질병명,항목,내용
중증 호흡부전/중증 저산소혈증,중증 호흡부전/중증 저산소혈증증상,맥박 산소 측정기 포화도가 80% 미만임 호흡이 곤란한 느낌 휴식 시 숨참 갑작스런 숨가쁨 산소 포화도 94% 미만
중증 호흡저하 - 극심한 호흡 완만,병원 방문 필요 증상,없음
중증 호흡저하 - 극심한 호흡 완만,자가 관리 방법,없음
중증 호흡저하 - 극심한 호흡 완만,중증 호흡저하 - 극심한 호흡 완만증상,호흡이 곤란한 느낌 호흡곤란 맥박 산소 측정기 포화도가 80% 미만임
중지 절단,병원 방문 필요 증상,없음
중지 절단,중지 절단자가 관리 방법,눌러서 출혈을 멈춥니다 상처에 달라붙지 않는 깨끗한 붕대를 감습니다
중지 절단,중지 절단증상,중지 절단 최근 왼쪽 중지 절단 최근 오른쪽 가운뎃손가락 절단 외상성 절단 출혈
중추 어지럼,병원 방문 필요 증상,없음
중추 어지럼,중추 어지럼자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 증상이 최소화될 때까지 부분적으로 휴식을 취합니다. 어둡고 조용한 방에 눕습니다.
중추 어지럼,중추 어지럼증상,회전 감각 걸을 때 균형감을 상실함 반복적인 불수의 안구 운동 동작을 조절하지 못해요 "개구 편위 발음 변화 근력이나 감각의 변화"
지루 - 지루피부염,병원을 꼭 방문해야 하는지루 - 지루피부염증상,치료 첫 달 동안 증상이 지속됩니다. "감염징후가 있는 상처(열 발적 고통스러운 감각 발열 부기)"
지루 - 지루피부염,지루 - 지루피부염자가 관리 방법,비누가 아닌 순한 세안제를 사용하여 미지근한 물로 하루에 두 번 세안합니다 SPF 30 이상의 광범위한 자외선 차단제를 사용합니다 일반 비듬 방지 샴푸를 사용합니다. 비듬이 줄어들 때까지 매일 사용합니다. 유분이 많거나 기름기가 많은 화장품은 피하고 수성 제품을 사용합니다. 일반의약품 하이드로코르티손 크림을 하루에 1~2회 사용합니다
지루 - 지루피부염,지루 - 지루피부염증상,비듬 같은 미세 조각 두피가 붉어짐 얼굴에 붉은 피부가 있음 귀 피부가 붉어지고 벗겨짐 피부에 비늘이 있음
지방종,병원 방문 필요 증상,없음
지방종,자가 관리 방법,없음
지방종,지방종증상,피부의 혹 통증이 없는 피부 혹 만지면 부드러운 피부 혹 말랑말랑한 혹 사지에 종괴가 나타남
지속적인 진통,병원 방문 필요 증상,없음
지속적인 진통,자가 관리 방법,없음
지속적인 진통,지속적인 진통증상,자궁 수축 양수 터짐 자궁 수축이 5분 이하의 주기로 반복 질을 통해 태아가 보임 점액 마개 배출
지주막하출혈,병원 방문 필요 증상,없음
지주막하출혈,자가 관리 방법,없음
지주막하출혈,지주막하출혈증상,욱신거리는 두통 "개구 편위 발음 변화 근력이나 감각의 변화" 두통 지속적 두통 동공 크기가 다름
지중해 발진열,병원을 꼭 방문해야 하는지중해 발진열증상,구토물 가슴의 통증 고열(39ºC 이상) 심한 복통
지중해 발진열,지중해 발진열자가 관리 방법,"균형 잡힌 식사(과일 채소 흰살 생선 섭취를 늘리고 기름진 음식과 튀긴 음식 섭취 줄이기)를 유지합니다" 하루에 물 2리터를 섭취합니다. 독시사이클린 또는 클로람페니콜에 대해 일반의와 상의하세요
지중해 발진열,지중해 발진열증상,피부 발진 물린 부위에 검은 자국이 있음 납작하거나 약간 불룩한 붉은 반점 손바닥과 발바닥 발진 40℃ 이상의 고열
지중해 발진열 (소아청소년과),병원 방문 필요 증상,없음
지중해 발진열 (소아청소년과),자가 관리 방법,없음
지중해 발진열 (소아청소년과),지중해 발진열 (소아청소년과)증상,발열/매우 더운 느낌 물린 부위에 검은 자국이 있음 손바닥과 발바닥 발진 39ºC~39.9ºC의 열 40℃ 이상의 고열
지카 바이러스 감염,병원을 꼭 방문해야 하는지카 바이러스 감염증상,임신 사지와 몸통이 붉어지고 작은 동그란 변색 부위가 생김 사지 및 몸통 염증 발부터 시작되는 하지의 감각마비 또는 저림입니다. 경련과 유사한 통증 또는 감각 도움 없이 걷기 어려움
지카 바이러스 감염,지카 바이러스 감염자가 관리 방법,"통증이 있는 경우 파라세타몰 이부프로펜 또는 디클로페낙과 같은 진통제를 복용합니다." 열이 있는 경우(체온이 38°C 초과) 일반 해열제(이부프로펜 또는 파라세타몰)를 복용합니다 하루에 물 2리터를 섭취합니다. 의사의 지시가 없는 경우 약을 복용하지 마세요
지카 바이러스 감염,지카 바이러스 감염증상,피부 발진 납작하거나 약간 불룩한 붉은 반점 피부 가려움 양쪽 눈 충혈 둘 이상의 관절에 통증이 있음
직장탈출증,병원을 꼭 방문해야 하는직장탈출증증상,속옷에 피가 묻어있습니다 탈출된 부위를 신체 내부로 다시 밀어 넣을 수 없습니다 괄약근을 조절하고 화장실에 가는 데 어려움이 있음
직장탈출증,직장탈출증자가 관리 방법,"균형 잡힌 식단을 유지하고 수용성 섬유질(과일 및 채소)을 섭취하며 가스를 생성하는 음식(콩 양배추 콜리플라워 브로콜리) 보존제가 함유된 탄산음료 합성 감미료 및 정제 설탕은 섭취하지 않는 것이 좋습니다." 하루에 물 2리터를 섭취합니다. 케겔과 같은 골반저 운동을 합니다
직장탈출증,직장탈출증증상,직장이 항문을 통해 나옴 항문에 종괴가 있음 대변을 볼 때 항문 통증이 심해짐 대변을 보고 싶지만 배변할 수 없음 물 설사
직장탈출증 (소아청소년과),병원을 꼭 방문해야 하는직장탈출증 (소아청소년과)증상,출혈 탈수 증상: 평소보다 더 피곤하고 어지럽고 입과 혀가 마릅니다. 과민성 또는 자극에 대한 반응 감소
직장탈출증 (소아청소년과),직장탈출증 (소아청소년과)자가 관리 방법,하루에 물 2리터를 섭취합니다. "균형 잡힌 식사(과일 채소 흰살 생선 섭취를 늘리고 기름진 음식과 튀긴 음식 섭취 줄이기)를 유지합니다" 탈출증 재수술에 대해 일반의와 상의하세요
직장탈출증 (소아청소년과),직장탈출증 (소아청소년과)증상,직장이 항문을 통해 나옴 항문에 종괴가 있음 대변을 볼 때 항문 통증이 심해짐 대변을 보고 싶지만 배변할 수 없음 근육이완증
진균성 피부감염 - 점막 피부 칸디다증,병원을 꼭 방문해야 하는진균성 피부감염 - 점막 피부 칸디다증증상,"면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다." 발열(38ºC를 초과하는 체온) 초기 치료 후 2주 넘게 증상이 지속됩니다 축축하고 창백한 피부 빠른 호흡
진균성 피부감염 - 점막 피부 칸디다증,진균성 피부감염 - 점막 피부 칸디다증자가 관리 방법,"젤 또는 크림형의 항진균제(니스타틴 플루코나졸 클로트리마졸)에 대해 일반의와 상의하세요." 구강 위생을 개선합니다
진균성 피부감염 - 점막 피부 칸디다증,진균성 피부감염 - 점막 피부 칸디다증증상,털이 있고 축축한 신체 부위의 병변 피부 주름에서 더 붉어지는 발진 피부 가려움 갈리진 피부 "과체중 또는 비만 BMI 25~29.9"
진전섬망,병원 방문 필요 증상,없음
진전섬망,진전섬망자가 관리 방법,하루에 물 2리터를 섭취합니다.
진전섬망,진전섬망증상,곤충에 대한 환각 과도 발한 빛을 볼 때 심장이 평소보다 빠르게 뜀 정신적 단절감
진주양구진,병원을 꼭 방문해야 하는진주양구진증상,콜리플라워와 같은 피부 병변 통증이 없는 궤양 "면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다."
진주양구진,진주양구진자가 관리 방법,생식기를 청결하게 유지하고 물과 중성 비누로 음경이나 외음부를 씻습니다 생식기를 천으로 닦고 해당 부위를 건조하게 유지합니다
진주양구진,진주양구진증상,귀두의 작은 융기 귀두 및/또는 포피 병변이 촉감에 민감함 음경 소대의 작은 융기 별도의 기저부가 있는 돌기 생식기 불편감
진통제 중독,병원 방문 필요 증상,없음
진통제 중독,자가 관리 방법,없음
진통제 중독,진통제 중독증상,오심 구토 황색 피부 및 점막 오른쪽 상복부 통증 식욕 상실
질내 이물,병원 방문 필요 증상,없음
질내 이물,자가 관리 방법,없음
질내 이물,질내 이물증상,진한 갈색의 질 분비물 악취가 나는 질 분비물 국소 복통
질의 곰팡이감염 - 칸디다외음질염,병원을 꼭 방문해야 하는질의 곰팡이감염 - 칸디다외음질염증상,급격히 증가하는 복통 발열(38ºC를 초과하는 체온) "면역 결핍 병력(HIV 당뇨병 종양학적 장애 코르티코스테로이드 장기 사용)입니다."
질의 곰팡이감염 - 칸디다외음질염,질의 곰팡이감염 - 칸디다외음질염자가 관리 방법,배변 후 앞쪽에서 뒤쪽으로 닦습니다. 가급적 면 속옷을 착용합니다. "해당 부위에 꽉 끼는 옷 향이 있는 비누 또는 자극성 물질을 사용하지 마세요" 국소 또는 경구용 항진균제 치료에 대해 일반의와 상의하세요.
질의 곰팡이감염 - 칸디다외음질염,질의 곰팡이감염 - 칸디다외음질염증상,외음부 붉어짐 백색 질 분비물 여성 생식기가 가려움 생식기 부위의 작열감 질 분비물
집게손가락 절단,병원 방문 필요 증상,없음
집게손가락 절단,집게손가락 절단자가 관리 방법,눌러서 출혈을 멈춥니다 상처에 달라붙지 않는 깨끗한 붕대를 감습니다
집게손가락 절단,집게손가락 절단증상,검지 절단 최근 오른쪽 집게손가락 절단 최근 왼쪽 집게손가락 절단 외상성 절단 출혈
참호족,병원 방문 필요 증상,없음
참호족,참호족자가 관리 방법,하루에 두 번 물과 비누로 발을 씻습니다. "하루에 세 번 10~20분간 미지근한 비눗물에 발을 담급니다"
참호족,참호족증상,발에서 땀이 많이 남 피부 변화 장갑/양말 모양으로 가렵고 붉어짐 발이 저림 발이 마비됨
처녀막폐쇄증 (질입구주름막힘증),병원 방문 필요 증상,없음
처녀막폐쇄증 (질입구주름막힘증),자가 관리 방법,없음
처녀막폐쇄증 (질입구주름막힘증),처녀막폐쇄증 (질입구주름막힘증)증상,월경이 없는 상태에서 월경 복통 매월 주기적으로 일어나는 통증 국소 복통 배뇨 곤란 일주일에 배변 횟수가 3회 미만임(변비)
척추 골수염,병원을 꼭 방문해야 하는척추 골수염증상,고열(39ºC 이상) 과도한 발한 일주일에 체중을 10% 감량합니다 근육 쇠약
척추 골수염,척추 골수염자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." "균형 잡힌 식사(과일 채소 흰살 생선 섭취를 늘리고 기름진 음식과 튀긴 음식 섭취 줄이기)를 유지합니다" 항생제에 대해 일반의와 상의하세요 체중이 늘지 않도록 노력합니다
척추 골수염,척추 골수염증상,척추 통증 촉진 시 등 통증이 심해짐 발열/매우 더운 느낌 지침/피로 통증이 움직이면 심해지고 휴식을 취하면 호전됨
척추관 협착,병원 방문 필요 증상,없음
척추관 협착,척추관 협착자가 관리 방법,"진통제나 항염증제(예: 파라세타몰 이부프로펜 등)를 복용합니다." 증상이 최소화될 때까지 부분적으로 휴식을 취합니다.
척추관 협착,척추관 협착증상,다리의 감각 상실 아래 허리 통증 아래 허리 통증이 엉덩이로 퍼짐 척추 하부의 등 통증 서 있을 때 허리 통증이 심해짐
척추뇌저동맥부전으로 인한 중추 어지럼 - 척추뇌기저 일과성 허혈 사고,병원 방문 필요 증상,없음
척추뇌저동맥부전으로 인한 중추 어지럼 - 척추뇌기저 일과성 허혈 사고,자가 관리 방법,없음
척추뇌저동맥부전으로 인한 중추 어지럼 - 척추뇌기저 일과성 허혈 사고,척추뇌저동맥부전으로 인한 중추 어지럼 - 척추뇌기저 일과성 허혈 사고증상,반복적인 불수의 안구 운동 신체 반쪽의 감각 상실 "개구 편위 발음 변화 근력이나 감각의 변화" 자세가 불안정해 서 있기 어려움 얼굴과 몸 사이의 교차 민감도 소실
척추 이동 - 척추 전방 전위,병원을 꼭 방문해야 하는척추 이동 - 척추 전방 전위증상,진통제로도 멈추지 않는 통증 발열(38ºC를 초과하는 체온) 괄약근을 조절하고 화장실에 가는 데 어려움이 있음
